id,variant_id,text,true_label,pred_label,confidence_x,prompt_id,ci_score,sri_score,csi_type,sri_grade,is_error,confidence_y,entropy,difficulty,is_ambiguous,requires_review,training_action,behavior
sst2_0013,v2,fresnadillo 's dark and jolting images have a way of plying into your subconscious like teh nightmare you had a week ago that wo n't go away . ,positive,positive,0.9978982210159302,sst2_0013,0.563,0.437,Type III,D,0.0,0.998,0.0204,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0013,v3,frRsnqdillo ' s dZ#k and yoltiGg images jav4 a way of pl6ijg &bto Ho6r sHbconwcious like the nightmare you had a w@el ago tGst wo n ' t go away.,positive,negative,0.995696187019348,sst2_0013,0.563,0.437,Type III,D,0.0,0.998,0.0204,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0014,base,"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . ",positive,positive,0.9959178566932678,sst2_0014,0.521,0.479,Type III,D,0.0,0.9959,0.0383,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0014,v1,"as(d$ f3o< minor tinkering, this is the ca<e j)vie you proVablu loved in 1994, Sxxept thSF it looks even better.",positive,positive,0.9256368279457092,sst2_0014,0.521,0.479,Type III,D,0.0,0.9959,0.0383,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0014,v2,"aside from minor tinkering , this is teh same movie you probably loved in 1994 , except that it looks even better . ",positive,positive,0.9905697107315063,sst2_0014,0.521,0.479,Type III,D,0.0,0.9959,0.0383,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0014,v3,"asUEe ErPm ninKr tinkering, this is the same koFie you probably loved in 1994, exVepy gMat it looks dCen better.",positive,negative,0.9949135780334472,sst2_0014,0.521,0.479,Type III,D,0.0,0.9959,0.0383,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0015,base,an unclassifiably awful study in self - and audience-abuse . ,negative,negative,0.9997268319129944,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0015,v1,an unclwssifiaFly Wwfhl sFuRy in self - and auxi@nce - abuse.,negative,negative,0.9970658421516418,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0015,v2,an unclassifiably awful study in self - and audience-abuse . .,negative,negative,0.9997387528419496,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0015,v3,an unclassifiably awful at7dy in ze:f - and a*diencw - aNusD.,negative,negative,0.9997389912605286,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0016,base,a beguiling splash of pastel colors and prankish comedy from disney . ,positive,positive,0.9994012117385864,sst2_0016,0.586,0.414,Type III,D,0.0,0.9994,0.0073,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0016,v1,a beguiling spIasb of pastel cilord and prankish comedy vr8m xishey.,positive,positive,0.8291311264038086,sst2_0016,0.586,0.414,Type III,D,0.0,0.9994,0.0073,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0016,v2,a beguiling splash of pastel colors and prankish comedy from disney . .,positive,positive,0.9993320107460022,sst2_0016,0.586,0.414,Type III,D,0.0,0.9994,0.0073,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0016,v3,a b$Builing splash of pssrel doloes and pranuisb comedy from disney.,positive,negative,0.9733580350875854,sst2_0016,0.586,0.414,Type III,D,0.0,0.9994,0.0073,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0017,base,sam mendes has become valedictorian at the school for soft landings and easy ways out . ,negative,positive,0.9968371391296388,sst2_0017,0.53,0.47,Type III,D,1.0,0.9968,0.0308,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0017,v1,sam mehdfs has bevomw valedictorian at the Adhool for soft lzndinbs and easy !Wys out.,negative,negative,0.6154413819313049,sst2_0017,0.53,0.47,Type III,D,1.0,0.9968,0.0308,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0017,v2,sam mendes has become valedictorian at teh school for soft landings and easy ways out . ,negative,positive,0.9944137334823608,sst2_0017,0.53,0.47,Type III,D,1.0,0.9968,0.0308,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0017,v3,sam megdeW has beVomS valedictorian at the school for xofr pandingx and easy watA out.,negative,positive,0.7814820408821106,sst2_0017,0.53,0.47,Type III,D,1.0,0.9968,0.0308,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0018,base,true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable . ,positive,negative,0.6912562251091003,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0018,v1,tr TW tale of clurag4 - - and complicity - - at auscmwitx is a Gar5owing drama YNat yEies to tWli of the unQ0eakable.,positive,negative,0.9838406443595886,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0018,v2,true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of teh unspeakable . ,positive,negative,0.5845832228660583,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0018,v3,"Ggue taOr of courage - - and co,plic&ty - - at AusDhwitz is a hafriwing WrZma that triRC to He,l of the unspeakable.",positive,negative,0.9607911705970764,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0019,base,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ",negative,negative,0.9979621171951294,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0019,v1,"his comedy premkEes are often hackneyed or j tsf pOSin crude, calcu?at$d to provoke shocked la8ghtwr, witMo tt foIloeing up on a deeper ldvrl.",negative,negative,0.9954853653907776,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0019,v2,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . .",negative,negative,0.9981860518455504,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0019,v3,"his comewG pre<isws are often hackneyed or just plaub cfuee, caoculatsd to prov(je shkvked laughter, without foll0Qing up on a deeper level.",negative,negative,0.9962815642356871,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0020,base,it treats women like idiots . ,negative,negative,0.9989352822303772,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0020,v1,it treats w*Hen like iri)ts.,negative,negative,0.98997163772583,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0020,v2,it treats women like idiots . .,negative,negative,0.9991236329078674,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0020,v3,"it treqte women lO,e idiots.",negative,negative,0.999106466770172,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0021,base,the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . ,positive,positive,0.9997392296791076,sst2_0021,0.711,0.289,Type IV,F,0.0,0.9997,0.0035,very_hard,True,False,curriculum_learning,Near-total collapse. Frequent flips with retention failure.
sst2_0021,v1,the quw/ity of the art coHbibed with the humor and intelligence of the script al<lw the filmmakers to ptesRnt the hibliVal meEsaye of forgiveness without it eceT becomjnR Orezchy or syrul%.,positive,negative,0.7975279092788696,sst2_0021,0.711,0.289,Type IV,F,0.0,0.9997,0.0035,very_hard,True,False,curriculum_learning,Near-total collapse. Frequent flips with retention failure.
sst2_0021,v2,teh quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . ,positive,positive,0.9994426369667052,sst2_0021,0.711,0.289,Type IV,F,0.0,0.9997,0.0035,very_hard,True,False,curriculum_learning,Near-total collapse. Frequent flips with retention failure.
sst2_0021,v3,the quality of the art f9mbined wKYh the humor and iGtelligfnce of the script allow the filhmakeGs to present the biboicXl KessaRe of forgiveMWss without it evw% becoming OreacTy or surupH.,positive,negative,0.9648346304893494,sst2_0021,0.711,0.289,Type IV,F,0.0,0.9997,0.0035,very_hard,True,False,curriculum_learning,Near-total collapse. Frequent flips with retention failure.
sst2_0022,base,"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . ",negative,negative,0.999647617340088,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0022,v1,"nicks, eeemiGgly unfertaih what ' s going to make pRopOe la tgY, runs the gamut frI< stale pWrodj to EauMchy sex naHs to formula ro<aBtic comedy.",negative,negative,0.9983532428741456,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0022,v2,"nicks , seemingly uncertain what 's going to make people laugh , runs teh gamut from stale parody to raunchy sex gags to formula romantic comedy . ",negative,negative,0.9996737241744996,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0022,v3,"Bocks, seemingly uncertain whzF ' s Yoibg to make Oepple laugh, r8nE the gamut friN sts<e paroWU to raunchy sex gags to fo4mKla romantic comedy.",negative,negative,0.9952953457832336,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0023,base,"the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we 've seen before - only this time you have to read the fart jokes ",negative,negative,0.9776001572608948,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0023,v1,"the last 20 min tteA are somewhat redeeming, but most of the <ovUe is the sSJe teenage american road - trip drek we ' ve sewJ bef)#e - inl^ tBie tJmw you have to reWs the fae6 jokes",negative,negative,0.9933096170425416,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0023,v2,"teh last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we 've seen before - only this time you have to read the fart jokes ",negative,negative,0.980405330657959,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0023,v3,"the last 20 minutes are domswhat redeRminr, but nPst of the Nofie is the saj4 t4enane american roWf - trip drek we ' ve seen before - only this Gike you hXce to read the fart jKkRs",negative,negative,0.9980711340904236,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0024,base,it 's too bad that the helping hand he uses to stir his ingredients is also a heavy one . ,negative,negative,0.9998050332069396,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0024,v1,it ' s too bad tUst the Nelpimg yaJd he usfc to ZtiE his ingredifntZ is also a heaCu one.,negative,negative,0.9996638298034668,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0024,v2,it 's too bad that teh helping hand he uses to stir his ingredients is also a heavy one . ,negative,negative,0.9998027682304382,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0024,v3,it ' s too bad that the hrl9ing hahF he Isws to Etlr his inBredi@nts is XKso a heAdy one.,negative,negative,0.9996993541717528,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0025,base,"the most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take . ",negative,negative,0.9978379607200624,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0025,v1,"the moqr h9pelessky monotonous cipm of the GDar, notewkrtuy only for the gimmick of NeiMg filmed as a aingKe  TnNroken 87 - minute take.",negative,negative,0.999009370803833,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0025,v2,"teh most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take . ",negative,negative,0.998023509979248,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0025,v3,"the most h(pel4ssly Kon)tonous fiiK of the year, no4ewor^hy khly for the gUmmifk of being filmed as a single unbroken 87 - minuh$ taoS.",negative,negative,0.961734414100647,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0026,base,"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . ",negative,negative,0.999635934829712,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0026,v1,"in the end, we are :eTt with something ,iLe two QJips passing in the night fXther than any 9nsightW 9ntK gay lkfe, chinese society or the price one 9ayA for beonf dishogeXt.",negative,negative,0.991671860218048,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0026,v2,"in teh end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . ",negative,negative,0.9995908141136168,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0026,v3,"in the end, we are left wi5U something like two sJipz 9assibg in the nigJ6 raHh3r than any 9nsLghts iJHo gay love, shinece society or the p%iXe one pays for bDinB dishonest.",negative,negative,0.9996517896652222,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0027,base,"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . ",positive,positive,0.987659990787506,sst2_0027,0.557,0.443,Type III,D,0.0,0.9877,0.0959,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0027,v1,"not far beHeatU the sutfave, this reconfigured tale qska disturbing questions about YhosD things we ea0ect f5on military D0ics.",positive,negative,0.9899078607559204,sst2_0027,0.557,0.443,Type III,D,0.0,0.9877,0.0959,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0027,v2,"not far beneath teh surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . ",positive,positive,0.9839637875556946,sst2_0027,0.557,0.443,Type III,D,0.0,0.9877,0.0959,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0027,v3,"not far Genearh the ajrface, this reconfigured tale aeMs disturbing queDtionA ago tt those things we ex(eFt from mUlitxry epics.",positive,negative,0.9874903559684752,sst2_0027,0.557,0.443,Type III,D,0.0,0.9877,0.0959,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
sst2_0028,base,"samira makhmalbaf 's new film blackboards is much like the ethos of a stream of consciousness , although , it 's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal ",negative,negative,0.9986338019371032,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
sst2_0028,v1,"sXmirx hakumalbaf ' s new Eilk blackboarSA is much Kik2 the ethos of a stream of consciPusnsss, a,rhough, it ' s unfkrtunat2 for the viewer that the Rhougjts and reflections coming through are t8roid and banal",negative,negative,0.9951464533805848,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
