id,variant_id,text,true_label,pred_label,confidence_x,prob_0,prob_1,prob_2,prob_3,prompt_id,ci_score,sri_score,csi_type,sri_grade,is_error,confidence_y,entropy,difficulty,is_ambiguous,requires_review,training_action,behavior
agnews_0003,v2,Stocks Higher on Drop in Jobless Claims A sharp drop in initial unemployment claims and bullish forecasts from Nokia and Texas Instruments sent stocks higher in early trading Thursday..,Business,Business,0.9980708956718444,0.0011707682861015,6.520250462926924e-05,0.9980708956718444,0.0006931830430403,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0003,v3,Stocks Higher on Jobless Drop in Claims sharp A initial drop in unemployment claims and bullish forecasts from Nokia and Texas Instruments sent stocks in higher early trading Thursday.,Business,Business,0.998364269733429,0.0008643150213174,6.768909224774688e-05,0.998364269733429,0.000703778641764,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0004,base,"REVIEW: 'Half-Life 2' a Tech Masterpiece (AP) AP - It's been six years since Valve Corp. perfected the first-person shooter with ""Half-Life."" Video games have come a long way since, with better graphics and more options than ever. Still, relatively few games have mustered this one's memorable characters and original science fiction story.",Sci/Tech,Sci/Tech,0.9928937554359436,0.0007371106767095,6.535731517942622e-05,0.0063037062063813,0.9928937554359436,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0004,v1,"REVI4D: ' Half - L7Te 2 ' a Tech KasteGpiece (AP) AP - It ' s been six years since Valve Corp. perfected the first - person shooter with "" Half - Life. "" Video gXmeA have come a long way since, with bet$wr grapb*cs and more 9pti8ns than ever. qt(ll, relatively few games haB@ mustered this one ' s memorable characters and original science fiction s$pry.",Sci/Tech,Sci/Tech,0.9874546527862548,0.0007041398785077,8.535639062756673e-05,0.0117558855563402,0.9874546527862548,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0004,v2,"REVIEW: 'Half-Life 2' a Tech Masterpiece (AP) AP - It's been six years since Valve Corp. perfected teh first-person shooter with ""Half-Life."" Video games have come a long way since, with better graphics and more options than ever. Still, relatively few games have mustered this one's memorable characters and original science fiction story.",Sci/Tech,Sci/Tech,0.9924957752227784,0.000719868519809,6.650033174082637e-05,0.0067178192548453,0.9924957752227784,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0004,v3,"REVIEW: ' Half - Life 2 ' a Tech Masterpiece (AP AP) - It s ' been six years since Valve Corp. the perfected first - person shooter with "" - Half Life. "" games Video come have a way long since, with better graphics and more options than ever. Still relatively, few games have mustered this one ' s memorable and characters science original fiction story.",Sci/Tech,Sci/Tech,0.9921064376831056,0.0007053646259009,6.773549830541015e-05,0.0071204458363354,0.9921064376831056,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0005,base,"China's inflation rate slows sharply but problems remain (AFP) AFP - China's inflation rate eased sharply in October as government efforts to cool the economy began to really bite, with food prices, one of the main culprits, showing some signs of slowing, official data showed.",World,Business,0.982367753982544,0.0166438613086938,0.0001519660145277,0.982367753982544,0.0008364901295863,agnews_0005,0.0107,0.9893,Type I,A,1.0,0.9824,0.1279,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0005,v1,"China ' s inflation rate slows Qharp.y but problems remain (AFP) AFP - China ' s infiaHion 3are @wsed sharply in October as goderbment SVforts to cool the eVomomy began to reW<ly biGs, with food prices, one of the main culprits, showing some signs of slowing, official SaYa showed.",World,World,0.9885364770889282,0.9885364770889282,0.0012031336082145,0.0064036850817501,0.0038566549774259,agnews_0005,0.0107,0.9893,Type I,A,1.0,0.9824,0.1279,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0005,v2,"China's inflation rate slows sharply but problems remain (AFP) AFP - China's inflation rate eased sharply in October as government efforts to cool teh economy began to really bite, with food prices, one of the main culprits, showing some signs of slowing, official data showed.",World,Business,0.984519362449646,0.014535398222506,0.0001417632010998,0.984519362449646,0.0008034634520299,agnews_0005,0.0107,0.9893,Type I,A,1.0,0.9824,0.1279,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0005,v3,"China ' s rate inflation sharply slows but problems remain (AFP) AFP - China ' s inflation rate sharply eased in October as government efforts cool the to economy began to really bite, with prices food, one of the main culprits showing, signs some slowing of, official showed data.",World,Business,0.9836517572402954,0.0153907611966133,0.0001456451718695,0.9836517572402954,0.0008117766701616,agnews_0005,0.0107,0.9893,Type I,A,1.0,0.9824,0.1279,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0006,base,"ADV: Try Currency Trading Risk-Free 30 Days 24-hour commission-free trading, 100-to-1 leverage of your capital, and Dealbook Fx 2 - our free advanced trading software. Sign up for our free 30-day trial and receive one-on-one training.",Business,Business,0.99817156791687,0.0010381068568676,6.645641406066716e-05,0.99817156791687,0.0007238605758175,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0006,v1,"ADV: Try Curr#nVy Trading fKsk - FrRF 30 Days 24 - hour commissiKJ - CEee tradimn, 100 - to - 1 ieveraHe of your capital, and Dealbook Fx 2 - our free Wdvancdd trading software. WiHn up for our free 30 - day trial and r#ceuve one - on - one training.",Business,Business,0.9693242907524108,0.0007522413507103,0.0003348048776388,0.9693242907524108,0.0295887663960456,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0006,v2,"ADV: Try Currency Trading Risk-Free 30 Days 24-hour commission-free trading, 100-to-1 leverage of your capital, and Dealbook Fx 2 - our free advanced trading software. Sign up for our free 30-day trial and receive one-on-one training..",Business,Business,0.9980397820472716,0.0011562803993001,6.565121293533593e-05,0.9980397820472716,0.0007383243064396,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0006,v3,": ADV Try Currency Risk Trading Free - 30 24 Days - hour commission - trading free, 100 - to - 1 of leverage your capital, and Dealbook Fx 2 - our free advanced software trading. up Sign for our free 30 - trial day and one receive - on - one training.",Business,Business,0.9980600476264954,0.0011306627420708,6.52077651466243e-05,0.9980600476264954,0.0007441071793437,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0007,base,"OPEC Can Raise Output Capacity by 1 Mln Barrels/Day (Update1) The Organization of Petroleum Exporting Countries, which supplies a third of the world #39;s crude oil, can raise production capacity by 1 million barrels a day by year-end, OPEC President Purnomo Yusgiantoro said.",Business,Business,0.998410701751709,0.0008313144790008,7.337957504205406e-05,0.998410701751709,0.0006846280884929,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0007,v1,"Oo3C Can Raise Output Capacity by 1 Mln Barrels / Day (Upda$eQ) The OrgaMizWtion of Petroleum ExpKrtinH C(untr*es, which supplies a third of the world # 39; s crude oil, can rZis# prosuctuon capacity by 1 million barrels a day by year - end, OO4C President 0urnomk Yusgiantoro sZiV.",Business,Business,0.9984306693077089,0.0008078515529632,7.662193820578977e-05,0.9984306693077089,0.0006849131314083,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0007,v2,"OPEC Can Raise Output Capacity by 1 Mln Barrels/Day (Update1) The Organization of Petroleum Exporting Countries, which supplies a third of teh world #39;s crude oil, can raise production capacity by 1 million barrels a day by year-end, OPEC President Purnomo Yusgiantoro said.",Business,Business,0.9984264373779296,0.0008200594456866,7.434335566358641e-05,0.9984264373779296,0.0006790968473069,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0007,v3,"OPEC Can Raise Capacity Output 1 by Mln Barrels / Day (Update1 The) Organization Petroleum of Exporting Countries, which a supplies of third the # world 39; s crude oil, can raise production capacity by 1 barrels million a day year by -, end OPEC President Purnomo Yusgiantoro said.",Business,Business,0.9983987212181092,0.0008498938404954,7.134668703656644e-05,0.9983987212181092,0.0006800810224376,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0008,base,"Intel gets off chip speed roller coaster: Technology India: New York, Oct 19 : The world #39;s leading computer chipmaker Intel has jumped off the chip speed roller coaster by yanking its four giga hertz (4 GHz) Pentium 4 processor off the drawing board.",Sci/Tech,Sci/Tech,0.9239847660064696,0.0008471204200759,0.0002316079771844,0.0749365389347076,0.9239847660064696,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0008,v1,"Intel gets off cmiL s)eeR rol,eD coaster: Technology KndJa: New YoTU, Oct 19: The world # 39; s leading computer chipmaker Intel has jumped off the cu9p speed roller coasgRr by yanking its RoKr giga hertz (4 GHz) Pentium 4 Oroceswor off the drawKnF board.",Sci/Tech,Sci/Tech,0.9651264548301696,0.0007918734918348,0.0001525606930954,0.0339290797710418,0.9651264548301696,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0008,v2,"Intel gets off chip speed roller coaster: Technology India: New York, Oct 19 : The world #39;s leading computer chipmaker Intel has jumped off teh chip speed roller coaster by yanking its four giga hertz (4 GHz) Pentium 4 processor off the drawing board.",Sci/Tech,Sci/Tech,0.8879485726356506,0.0010165608255192,0.000263215159066,0.1107716485857963,0.8879485726356506,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0008,v3,"Intel gets off speed chip coaster roller: Technology India: New York, Oct: 19 The # world 39; s leading chipmaker computer Intel has jumped the off chip speed roller by coaster yanking its four giga (hertz 4) GHz Pentium 4 processor the off drawing board.",Sci/Tech,Sci/Tech,0.8068792819976807,0.001309992163442,0.0003002954472322,0.1915104687213897,0.8068792819976807,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0009,base,Amazon Snaps Up China's Largest Web Retailer (NewsFactor) NewsFactor - Amazon.com (Nasdaq: AMZN) has said it will buy Joyo.com Limited -- a British Virgin Islands company that operates the largest Internet retail Web site in China -- for US #36;75 million.,Business,Sci/Tech,0.9892613887786864,0.0005872861947864,6.592414865735918e-05,0.0100853815674781,0.9892613887786864,agnews_0009,0.0049,0.9951,Type I,A,1.0,0.9893,0.0857,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0009,v1,SKazon Snaps Up China ' s LWrVest Web Retailer (NewsFactor) NewsFWc4or - AmZzog. com (Nasdaq: AMZN) has ss7d it d9ll buy <Iyo. com LlNited - - a British Virgin Islands compZnu that operates the larbesH Internet retail Web site in China - - for US # 36; 75 million.,Business,Sci/Tech,0.9867048859596252,0.0006237236666493,7.65803997637704e-05,0.0125947594642639,0.9867048859596252,agnews_0009,0.0049,0.9951,Type I,A,1.0,0.9893,0.0857,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0009,v2,Amazon Snaps Up China's Largest Web Retailer (NewsFactor) NewsFactor - Amazon.com (Nasdaq: AMZN) has said it will buy Joyo.com Limited -- a British Virgin Islands company that operates teh largest Internet retail Web site in China -- for US #36;75 million.,Business,Sci/Tech,0.9894294142723083,0.0005888034938834,6.603873771382496e-05,0.0099158165976405,0.9894294142723083,agnews_0009,0.0049,0.9951,Type I,A,1.0,0.9893,0.0857,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0009,v3,Amazon Up China Snaps ' s Largest Web Retailer (NewsFactor) NewsFactor - Amazon com. Nasdaq (:) AMZN has it said will buy Joyo. com Limited - - a British Islands Virgin company that the operates largest Internet Web retail site in China - - US for # 36; 75 million.,Business,Sci/Tech,0.9882258176803588,0.0005831677699461,6.891628436278552e-05,0.0111220944672822,0.9882258176803588,agnews_0009,0.0049,0.9951,Type I,A,1.0,0.9893,0.0857,dangerous,False,True,exclude_from_training,Stable predictions with strong retention. No flip sensitivity detected.
agnews_0010,base,"Bookies take bets on new Band Aid Bookies take bets on a new Band Aid single being Christmas No 1, expected to be confirmed by Midge Ure.",World,World,0.8363640308380127,0.8363640308380127,0.0120059065520763,0.1017532348632812,0.0498768649995327,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0010,v1,"Bookies taO4 HSts on new BqnV Aid voKkies take bets on a new Hamd Aid single bFijg Christmas No 1, expevtef to be cpntirmed by MudYe Ure.",World,Business,0.998203992843628,0.0010750365909188,7.48030943213962e-05,0.998203992843628,0.0006460901349782,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0010,v2,"Bookies take bets on new Band Aid Bookies take bets on a new Band Aid single being Christmas No 1, expected to be confirmed by Midge Ure..",World,World,0.9180960655212402,0.9180960655212402,0.0052249059081077,0.0588972643017768,0.0177817773073911,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0010,v3,"Take bookies bets on new Band Aid Bookies bets take on a new Aid Band single being No Christmas 1, expected be to by confirmed Midge Ure.",World,Business,0.822188675403595,0.1737616211175918,0.0008148172055371,0.822188675403595,0.003234913572669,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0011,base,Hokies making statement about ACC title intentions The annual summer barbecues that Ralph Friedgen and Frank Beamer co-host at their lake homes in Georgia may be a little less cordial after the way Beamer #39;s Virginia Tech Hokies waxed Friedgen #39;s Maryland Terrapins 55-6 last night.,Sports,Sports,0.9995386600494384,0.0003062586474698,0.9995386600494384,0.0001077862325473,4.733757668873295e-05,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0011,v1,Hokies making statement abo&H ACC title intentions The annual summer barbecues that RaloT Friedgen and rGank Beamer co - host at their lqk# homes in Georgia may be a lKttlD less SoGdial zRter the way neaKer # 39; s Virginia Hecy Hokies waxed Friedgen # 39; s Maryland Terrapins 55 - 6 .wst night.,Sports,Sports,0.9995399713516236,0.0003046725469175,0.9995399713516236,0.0001084452233044,4.696863106801175e-05,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0011,v2,Hokies making statement about ACC title intentions The annual summer barbecues that Ralph Friedgen and Frank Beamer co-host at tehir lake homes in Georgia may be a little less cordial after the way Beamer #39;s Virginia Tech Hokies waxed Friedgen #39;s Maryland Terrapins 55-6 last night.,Sports,Sports,0.9995391368865968,0.0003069078957196,0.9995391368865968,0.0001074062165571,4.655172961065546e-05,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0011,v3,Hokies making statement ACC about title intentions The annual summer that barbecues Friedgen Ralph and Frank Beamer - co host at their lake homes in Georgia may be a little less cordial the after way Beamer #; 39 s Virginia Hokies Tech waxed Friedgen #; 39 Maryland s 55 Terrapins - 6 last night.,Sports,Sports,0.9995400905609132,0.0003058387956116,0.9995400905609132,0.0001076374392141,4.641563646146096e-05,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0012,base,"Gilchrist confident about India tour SYDNEY, Sep 25: Australia #39;s stand-in captain and wicketkeeper Adam Gilchrist has said that his twin responsibilities will not come in the way of seeking a winning start for his team against India in next month #39;s Test series.",Sports,Sports,0.9995388984680176,0.0003101117908954,0.9995388984680176,0.0001064441821654,4.453100336831994e-05,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0012,v1,"Gilchrist confident about India tluE ShfNEY, Sep 25: Australia # 39; s stand - in captwun and wicketkeeper Adam Gi<cmrist has said ghxt his twin responsibilities wi.p not co,D in the way of seeking a wingOng start for his team against India in next month # 39; s Tew$ s#Dies.",Sports,Sports,0.9995384216308594,0.0003091083490289,0.9995384216308594,0.0001070537400664,4.5461270929081365e-05,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0012,v2,"Gilchrist confident about India tour SYDNEY, Sep 25: Australia #39;s stand-in captain and wicketkeeper Adam Gilchrist has said that his twin responsibilities will not come in teh way of seeking a winning start for his team against India in next month #39;s Test series.",Sports,Sports,0.9995388984680176,0.0003101443580817,0.9995388984680176,0.0001065185279003,4.449976040632464e-05,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0012,v3,"Gilchrist about confident India tour, SYDNEY Sep 25: Australia # 39; s stand - in captain and wicketkeeper Adam Gilchrist has that said his twin responsibilities will not come in the way of seeking a winning start for team his against India in next month #; 39 Test s series.",Sports,Sports,0.9995388984680176,0.0003101931361015,0.9995388984680176,0.000106457802758,4.450416963663884e-05,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0013,base,Israeli Tanks Surge Into Gaza Refugee Camp -Witnesses  GAZA (Reuters) - A column of Israeli tanks surged into the  heart of the Jabalya refugee camp in the northern Gaza Strip on  Thursday as the army broadened its sweep for militants behind a  deadly rocket attack on an Israeli town.,World,World,0.9992846846580504,0.9992846846580504,0.000131214124849,0.0003461365995462,0.0002380507794441,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0013,v1,Israeli Tanks Aurne IJt* Gaza RefuHe# SXmp - Witnesses GAZA (Geuterw) - A column of Israeli tanks surged into the heart of the Jabalya refugee camp in the northern Gaza qtrJp on 5h&rsday as the army broad4Jed its sweep for militants behlBd a deadly rocket sttac. on an Israeli town.,World,World,0.9992846846580504,0.9992846846580504,0.0001311814849032,0.0003461510059423,0.0002380503574386,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0013,v2,Israeli Tanks Surge Into Gaza Refugee Camp -Witnesses  GAZA (Reuters) - A column of Israeli tanks surged into teh  heart of the Jabalya refugee camp in the northern Gaza Strip on  Thursday as the army broadened its sweep for militants behind a  deadly rocket attack on an Israeli town.,World,World,0.9992846846580504,0.9992846846580504,0.0001312012318521,0.0003461397718638,0.0002380546648055,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0013,v3,Tanks israeli Surge Into Gaza Refugee Camp - Witnesses GAZA (Reuters) - A column of Israeli surged tanks into the heart of the Jabalya camp refugee in the northern Strip Gaza on as Thursday army broadened the its sweep for militants behind a deadly rocket attack an on Israeli town.,World,World,0.9992846846580504,0.9992846846580504,0.0001312134845647,0.0003461368032731,0.0002380510122748,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0014,base,"Microsoft, EU Officials in Procedure Meeting Microsoft (Quote, Chart) and representatives of the European Union #39;s Competition Commission will sit down at the table together on Thursday, but it won #39;t be to eat.",Business,Business,0.9964802861213684,0.0027838433161377,9.39488018047996e-05,0.9964802861213684,0.0006419549463316,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0014,v1,"jicr*soft, EU Ofvivials in Procedure Meeting MOcros9ft (Quote, Dhsrt) and representWtJves of the Eurlp$an Union # 39; s CPmpetitiPn C*mmissiob wi:? sit doDM at the table together on Thursday, but it won # 39; t be to eat.",Business,Business,0.9981836676597596,0.0010469777043908,7.648341124877334e-05,0.9981836676597596,0.0006928813527338,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0014,v2,"Microsoft, EU Officials in Procedure Meeting Microsoft (Quote, Chart) and representatives of teh European Union #39;s Competition Commission will sit down at the table together on Thursday, but it won #39;t be to eat.",Business,Business,0.9970245957374572,0.0022539170458912,8.576310210628435e-05,0.9970245957374572,0.0006357303936965,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0014,v3,"Microsoft, in EU Officials Meeting Procedure Microsoft (Quote, Chart) and representatives of the European Union # 39; Competition s Commission sit will down at table the Thursday together on but, won it # 39; t be to eat.",Business,Business,0.9970241189002992,0.0022683257702738,8.774756133789197e-05,0.9970241189002992,0.0006198162445798,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0015,base,"Nevada Implements 1st Touch-Screen Voting Machines With Paper-Trail By RACHEL KONRAD     CARSON CITY, Nev. (AP) -- In what could become a model for other states, Nevada voters on Tuesday became the first in the nation to cast ballots in a statewide election on computers that printed paper records of electronic ballots...",Sci/Tech,Sci/Tech,0.9921797513961792,0.0049789682962,7.542937964899465e-05,0.0027657872997224,0.9921797513961792,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0015,v1,"Nevada Implements 1st Touch - Screen Voting Machines Wjgh OaLer - Trail By RACHEL KONdAV CARSON CITY, Nev. (AP) - - In wnaF could become a model for othrt stWtDs, Nevada voters on Tuesday beDaJe the first in the nation to cast ballots in a statewide election on computers tmAt 0Einted pspe3 records of electronic ballots. ..",Sci/Tech,Sci/Tech,0.9946171641349792,0.0009880102006718,5.281852281768806e-05,0.0043420535512268,0.9946171641349792,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0015,v2,"Nevada Implements 1st Touch-Screen Voting Machines With Paper-Trail By RACHEL KONRAD     CARSON CITY, Nev. (AP) -- In what could become a model for otehr states, Nevada voters on Tuesday became the first in the nation to cast ballots in a statewide election on computers that printed paper records of electronic ballots...",Sci/Tech,Sci/Tech,0.9903956055641174,0.0066671450622379,8.887911099009216e-05,0.0028483837377279,0.9903956055641174,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0015,v3,"Nevada Implements Touch 1st - Screen Voting Machines With Paper - By Trail RACHEL KONRAD CITY CARSON, Nev. (AP) - - In what could become a for model other states voters, Nevada on Tuesday became the first in the nation cast to ballots in a on statewide election computers printed that paper records of electronic ballots. ..",Sci/Tech,World,0.9906898736953736,0.9906898736953736,0.0012035267427563,0.001212841249071,0.0068937009200453,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0016,base,"Public warning over letter bombs The discovery of 10 letter bombs has prompted a police warning to the public to exercise caution. Bedfordshire Police said none of the improvised devices - containing lighter fluid - had ignited, despite the fact that some had been opened.",World,World,0.9992387294769288,0.9992387294769288,0.0001624219730729,0.0003585056401789,0.0002403052640147,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0016,v1,"ouvlic warning over lett4$ bombs The discovery of 10 ietger bombs has )romp%ed a police warning to the OHblic to exercise caution. Bedbordshkre Police said none of the improvised devices - containing ljgBter fluid - had iTnit$d, despite the dac4 yhXt some had been opened.",World,World,0.9930182695388794,0.9930182695388794,0.0024610741529613,0.0016751157818362,0.0028455697465687,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0016,v2,"Public warning over letter bombs The discovery of 10 letter bombs has prompted a police warning to teh public to exercise caution. Bedfordshire Police said none of the improvised devices - containing lighter fluid - had ignited, despite the fact that some had been opened.",World,World,0.9992613196372986,0.9992613196372986,0.0001510618894826,0.0003504088672343,0.0002371422888245,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
agnews_0016,v3,"Public warning over letter bombs The discovery of bombs letter 10 has prompted a police warning to the to public exercise caution. Police Bedfordshire said of none the devices improvised - containing lighter fluid - had ignited despite, fact the that some been had opened.",World,World,0.9992544054985046,0.9992544054985046,0.0001546950661577,0.0003528701199684,0.0002380274672759,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
