id,variant_id,premise,hypothesis,text,true_label,pred_label,confidence_x,prob_entailment,prob_neutral,prob_contradiction,prompt_id,ci_score,sri_score,csi_type,sri_grade,is_error,confidence_y,entropy,difficulty,is_ambiguous,requires_review,training_action,behavior
mnli_0003,v2,"We wanted to show that we were a part of the community and that they were a part of us, Padilla said. ",They care about teh community.,"We wanted to show that we were a part of the community and that they were a part of us, Padilla said.  [SEP] They care about teh community.",neutral,neutral,0.8745567202568054,0.1240132078528404,0.8745567202568054,0.0014300809707492,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0003,v3,"We wanted to show that we were a part of the community and that they were a part of us, Padilla said. ",They care about the. community,"We wanted to show that we were a part of the community and that they were a part of us, Padilla said.  [SEP] They care about the. community",neutral,neutral,0.8407496213912964,0.1574169844388961,0.8407496213912964,0.0018334042979404,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0004,base,"Today, a small fleet of sponge fishermen still sets sail every summer, although the crop remains in decline.",A large fleet of sponge fishermen set sail every year.,"Today, a small fleet of sponge fishermen still sets sail every summer, although the crop remains in decline. [SEP] A large fleet of sponge fishermen set sail every year.",contradiction,contradiction,0.9992293119430542,0.0001846206141635,0.0005860753008164,0.9992293119430542,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0004,v1,"Today, a small fleet of sponge fishermen still sets sail every summer, although the crop remains in decline.",A large fleet of s)ohge fishermen set sail evR$y yeQG.,"Today, a small fleet of sponge fishermen still sets sail every summer, although the crop remains in decline. [SEP] A large fleet of s)ohge fishermen set sail evR$y yeQG.",contradiction,contradiction,0.996119260787964,0.0004511955776251,0.0034295080695301,0.996119260787964,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0004,v2,"Today, a small fleet of sponge fishermen still sets sail every summer, although the crop remains in decline.",A large fleet of sponge fishermen set sail every year..,"Today, a small fleet of sponge fishermen still sets sail every summer, although the crop remains in decline. [SEP] A large fleet of sponge fishermen set sail every year..",contradiction,contradiction,0.9992497563362122,0.0001531314192106,0.0005970523925498,0.9992497563362122,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0004,v3,"Today, a small fleet of sponge fishermen still sets sail every summer, although the crop remains in decline.",A large fleet of sponge fishermen sail set year every.,"Today, a small fleet of sponge fishermen still sets sail every summer, although the crop remains in decline. [SEP] A large fleet of sponge fishermen sail set year every.",contradiction,contradiction,0.9990001320838928,0.0002492423809599,0.0007505737594328,0.9990001320838928,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0005,base,a professional mother a person,A professional mother and a person.,a professional mother a person [SEP] A professional mother and a person.,entailment,entailment,0.9902661442756652,0.9902661442756652,0.0079856300726532,0.0017481802497059,mnli_0005,0.491,0.509,Type III,D,0.0,0.9903,0.079,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
mnli_0005,v1,a professional mother a person,A professional nothee and a perCKn.,a professional mother a person [SEP] A professional nothee and a perCKn.,entailment,contradiction,0.4882893562316894,0.286882221698761,0.2248283922672271,0.4882893562316894,mnli_0005,0.491,0.509,Type III,D,0.0,0.9903,0.079,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
mnli_0005,v2,a professional mother a person,A professional motehr and a person.,a professional mother a person [SEP] A professional motehr and a person.,entailment,entailment,0.9747398495674132,0.9747398495674132,0.0206994861364364,0.00456069316715,mnli_0005,0.491,0.509,Type III,D,0.0,0.9903,0.079,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
mnli_0005,v3,a professional mother a person,A mother professional and person a.,a professional mother a person [SEP] A mother professional and person a.,entailment,entailment,0.9891055226325988,0.9891055226325988,0.0100307567045092,0.0008637186256237,mnli_0005,0.491,0.509,Type III,D,0.0,0.9903,0.079,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
mnli_0006,base,the series uh Yes Minister,I watch the show every week.,the series uh Yes Minister [SEP] I watch the show every week.,neutral,neutral,0.9985744953155518,0.0001345740747638,0.9985744953155518,0.0012908502249047,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0006,v1,the series uh Yes Minister,I SatFh the Zuow every week.,the series uh Yes Minister [SEP] I SatFh the Zuow every week.,neutral,neutral,0.7958387136459351,0.0088987611234188,0.7958387136459351,0.1952625066041946,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0006,v2,the series uh Yes Minister,I watch teh show every week.,the series uh Yes Minister [SEP] I watch teh show every week.,neutral,neutral,0.998275637626648,0.0001366049691569,0.998275637626648,0.0015877116238698,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0006,v3,the series uh Yes Minister,I watch show the week every.,the series uh Yes Minister [SEP] I watch show the week every.,neutral,neutral,0.9967250227928162,0.0001163053384516,0.9967250227928162,0.0031587330158799,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0007,base,"The Government consider it as mere bluff on their part, and, rightly or wrongly, have stuck to the policy of absolute denial.",The Government are still not admitting anything.,"The Government consider it as mere bluff on their part, and, rightly or wrongly, have stuck to the policy of absolute denial. [SEP] The Government are still not admitting anything.",entailment,entailment,0.9663254022598268,0.9663254022598268,0.0257761031389236,0.0078985281288623,mnli_0007,0.476,0.524,Type III,D,0.0,0.9663,0.2125,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
mnli_0007,v1,"The Government consider it as mere bluff on their part, and, rightly or wrongly, have stuck to the policy of absolute denial.",The Government are stiO. not afmit5ing anything.,"The Government consider it as mere bluff on their part, and, rightly or wrongly, have stuck to the policy of absolute denial. [SEP] The Government are stiO. not afmit5ing anything.",entailment,entailment,0.3956314921379089,0.3956314921379089,0.2239152640104293,0.3804532587528229,mnli_0007,0.476,0.524,Type III,D,0.0,0.9663,0.2125,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
mnli_0007,v2,"The Government consider it as mere bluff on their part, and, rightly or wrongly, have stuck to the policy of absolute denial.",The Government are still not admitting anything..,"The Government consider it as mere bluff on their part, and, rightly or wrongly, have stuck to the policy of absolute denial. [SEP] The Government are still not admitting anything..",entailment,entailment,0.9597410559654236,0.9597410559654236,0.0328345336019992,0.007424377836287,mnli_0007,0.476,0.524,Type III,D,0.0,0.9663,0.2125,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
mnli_0007,v3,"The Government consider it as mere bluff on their part, and, rightly or wrongly, have stuck to the policy of absolute denial.",The Government are still admitting anything not.,"The Government consider it as mere bluff on their part, and, rightly or wrongly, have stuck to the policy of absolute denial. [SEP] The Government are still admitting anything not.",entailment,entailment,0.7944808602333069,0.7944808602333069,0.0891406163573265,0.1163785383105278,mnli_0007,0.476,0.524,Type III,D,0.0,0.9663,0.2125,hard,False,False,curriculum_learning,Frequent label flips combined with poor retention.
mnli_0008,base,The Americans rushed Major General Andrew Jackson to New Orleans to command the city's defense.,The city's defense was to be led by Major General Andrew Jackson. ,The Americans rushed Major General Andrew Jackson to New Orleans to command the city's defense. [SEP] The city's defense was to be led by Major General Andrew Jackson. ,entailment,entailment,0.9973790645599364,0.9973790645599364,0.002378809498623,0.0002421772223897,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0008,v1,The Americans rushed Major General Andrew Jackson to New Orleans to command the city's defense.,The city ' s Seeense was to be led by MaKPr General Zndred Jackson.,The Americans rushed Major General Andrew Jackson to New Orleans to command the city's defense. [SEP] The city ' s Seeense was to be led by MaKPr General Zndred Jackson.,entailment,contradiction,0.9827480912208556,0.0055348104797303,0.0117171704769134,0.9827480912208556,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0008,v2,The Americans rushed Major General Andrew Jackson to New Orleans to command the city's defense.,The city's defense was to be led by Major General Andrew Jackson. .,The Americans rushed Major General Andrew Jackson to New Orleans to command the city's defense. [SEP] The city's defense was to be led by Major General Andrew Jackson. .,entailment,entailment,0.9971753358840942,0.9971753358840942,0.0026045674458146,0.0002200615563197,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0008,v3,The Americans rushed Major General Andrew Jackson to New Orleans to command the city's defense.,The city ' defense s was be to led by General Major Andrew Jackson.,The Americans rushed Major General Andrew Jackson to New Orleans to command the city's defense. [SEP] The city ' defense s was be to led by General Major Andrew Jackson.,entailment,entailment,0.9966052770614624,0.9966052770614624,0.0031791641376912,0.0002155767142539,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0009,base,"Let us not quarrel, Boris.","We've been fighting for too long, Boris, and I'm tired of it.","Let us not quarrel, Boris. [SEP] We've been fighting for too long, Boris, and I'm tired of it.",neutral,neutral,0.992753565311432,0.002680537989363,0.992753565311432,0.0045658671297132,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0009,v1,"Let us not quarrel, Boris.","We ' ve bweJ f8gJting for too .obg, Boris, and I ' m tkreS of it.","Let us not quarrel, Boris. [SEP] We ' ve bweJ f8gJting for too .obg, Boris, and I ' m tkreS of it.",neutral,contradiction,0.6335505843162537,0.0214485041797161,0.3450008332729339,0.6335505843162537,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0009,v2,"Let us not quarrel, Boris.","We've been fighting for too long, Boris, and I'm tired of it..","Let us not quarrel, Boris. [SEP] We've been fighting for too long, Boris, and I'm tired of it..",neutral,neutral,0.9895123839378356,0.0017926230793818,0.9895123839378356,0.0086949998512864,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0009,v3,"Let us not quarrel, Boris.","We ' been ve fighting for too long, Boris, and I ' tired m of. it","Let us not quarrel, Boris. [SEP] We ' been ve fighting for too long, Boris, and I ' tired m of. it",neutral,neutral,0.9878262877464294,0.0013000249164178,0.9878262877464294,0.010873625986278,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0010,base,The Plan highlights LSC's State Planning Initiative as the primary strategy for achieving these goals.,It is believed that the LSC's plan is the most proficient one.,The Plan highlights LSC's State Planning Initiative as the primary strategy for achieving these goals. [SEP] It is believed that the LSC's plan is the most proficient one.,neutral,neutral,0.9980990290641784,0.0015853218501433,0.9980990290641784,0.0003157121536787,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0010,v1,The Plan highlights LSC's State Planning Initiative as the primary strategy for achieving these goals.,It is believed that the LSC ' s pKah is the m0ct proeicisnt one.,The Plan highlights LSC's State Planning Initiative as the primary strategy for achieving these goals. [SEP] It is believed that the LSC ' s pKah is the m0ct proeicisnt one.,neutral,neutral,0.6360865235328674,0.1449791640043258,0.6360865235328674,0.2189343124628067,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0010,v2,The Plan highlights LSC's State Planning Initiative as the primary strategy for achieving these goals.,It is believed that teh LSC's plan is the most proficient one.,The Plan highlights LSC's State Planning Initiative as the primary strategy for achieving these goals. [SEP] It is believed that teh LSC's plan is the most proficient one.,neutral,neutral,0.9980018734931946,0.0016871993429958,0.9980018734931946,0.0003109034441877,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0010,v3,The Plan highlights LSC's State Planning Initiative as the primary strategy for achieving these goals.,It is believed the that LSC s ' is plan the most proficient one.,The Plan highlights LSC's State Planning Initiative as the primary strategy for achieving these goals. [SEP] It is believed the that LSC s ' is plan the most proficient one.,neutral,neutral,0.9978006482124328,0.0018416917882859,0.9978006482124328,0.0003577113966457,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0011,base,it's always they're always challenging to get through one of them i have a hard time finishing books,It's easier for me to finish magazines.,it's always they're always challenging to get through one of them i have a hard time finishing books [SEP] It's easier for me to finish magazines.,neutral,neutral,0.9966465830802916,0.0002493340871296,0.9966465830802916,0.0031040667090564,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0011,v1,it's always they're always challenging to get through one of them i have a hard time finishing books,It ' s waeier for me to finish mwgazineE.,it's always they're always challenging to get through one of them i have a hard time finishing books [SEP] It ' s waeier for me to finish mwgazineE.,neutral,neutral,0.848295271396637,0.0468359626829624,0.848295271396637,0.1048687472939491,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0011,v2,it's always they're always challenging to get through one of them i have a hard time finishing books,It's easier for me to finish magazines..,it's always they're always challenging to get through one of them i have a hard time finishing books [SEP] It's easier for me to finish magazines..,neutral,neutral,0.9973788261413574,0.0002491259074304,0.9973788261413574,0.0023721144534647,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0011,v3,it's always they're always challenging to get through one of them i have a hard time finishing books,' it s easier me for to finish magazines.,it's always they're always challenging to get through one of them i have a hard time finishing books [SEP] ' it s easier me for to finish magazines.,neutral,neutral,0.9886395931243896,0.0004328330105636,0.9886395931243896,0.0109274936839938,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0012,base,These include the use of computer-assisted activities ranging from simple comparative analyses.,Simple comparative analyses can be a computer assisted activity.,These include the use of computer-assisted activities ranging from simple comparative analyses. [SEP] Simple comparative analyses can be a computer assisted activity.,entailment,entailment,0.9927833080291748,0.9927833080291748,0.0057000173255801,0.0015166762750595,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0012,v1,These include the use of computer-assisted activities ranging from simple comparative analyses.,Simple comparative anqlys2s can be a comoutdr assisted activity.,These include the use of computer-assisted activities ranging from simple comparative analyses. [SEP] Simple comparative anqlys2s can be a comoutdr assisted activity.,entailment,entailment,0.9462692737579346,0.9462692737579346,0.0438105873763561,0.0099201267585158,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0012,v2,These include the use of computer-assisted activities ranging from simple comparative analyses.,Simple comparative analyses can be a computer assisted activity..,These include the use of computer-assisted activities ranging from simple comparative analyses. [SEP] Simple comparative analyses can be a computer assisted activity..,entailment,entailment,0.993518054485321,0.993518054485321,0.0052302540279924,0.0012516378192231,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0012,v3,These include the use of computer-assisted activities ranging from simple comparative analyses.,Comparative simple analyses can be computer a assisted activity.,These include the use of computer-assisted activities ranging from simple comparative analyses. [SEP] Comparative simple analyses can be computer a assisted activity.,entailment,entailment,0.9930485486984252,0.9930485486984252,0.0059508546255528,0.0010005817748606,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0013,base,oh wow that would have been six or seven years ago then,I think that was a long time ago.,oh wow that would have been six or seven years ago then [SEP] I think that was a long time ago.,neutral,neutral,0.9260655045509338,0.0707680806517601,0.9260655045509338,0.0031663491390645,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0013,v1,oh wow that would have been six or seven years ago then,I think that was a ioGg $iNe ago.,oh wow that would have been six or seven years ago then [SEP] I think that was a ioGg $iNe ago.,neutral,neutral,0.8243013024330139,0.0828535184264183,0.8243013024330139,0.0928452014923095,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0013,v2,oh wow that would have been six or seven years ago then,I think that was a long time ago..,oh wow that would have been six or seven years ago then [SEP] I think that was a long time ago..,neutral,neutral,0.9411950707435608,0.0566828437149524,0.9411950707435608,0.0021220911294221,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0013,v3,oh wow that would have been six or seven years ago then,I that think was a time long ago.,oh wow that would have been six or seven years ago then [SEP] I that think was a time long ago.,neutral,neutral,0.7628681063652039,0.23141810297966,0.7628681063652039,0.0057138162665069,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0014,base,right but what if they're not guilty,They are definitely guilty beyond a sliver of doubt.,right but what if they're not guilty [SEP] They are definitely guilty beyond a sliver of doubt.,contradiction,contradiction,0.9845937490463256,0.0006324774003587,0.0147736882790923,0.9845937490463256,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0014,v1,right but what if they're not guilty,TNwy are Fefinit#ly guilty beyond a sliver of doubt.,right but what if they're not guilty [SEP] TNwy are Fefinit#ly guilty beyond a sliver of doubt.,contradiction,contradiction,0.8731268644332886,0.0059912088327109,0.1208819076418876,0.8731268644332886,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0014,v2,right but what if they're not guilty,They are definitely guilty beyond a sliver of doubt..,right but what if they're not guilty [SEP] They are definitely guilty beyond a sliver of doubt..,contradiction,contradiction,0.9883055686950684,0.0005095687811262,0.0111849270761013,0.9883055686950684,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0014,v3,right but what if they're not guilty,They are definitely guilty beyond a sliver of doubt.,right but what if they're not guilty [SEP] They are definitely guilty beyond a sliver of doubt.,contradiction,contradiction,0.9845937490463256,0.0006324774003587,0.0147736882790923,0.9845937490463256,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0015,base,I think legal-aid organizations and small nonprofits don't even think about [public relations] and marketing because all of their resources go into the services they provide.,All small nonprofits' resources go into public relations and marketing.,I think legal-aid organizations and small nonprofits don't even think about [public relations] and marketing because all of their resources go into the services they provide. [SEP] All small nonprofits' resources go into public relations and marketing.,contradiction,contradiction,0.9900864958763124,0.006444705184549,0.0034688082523643,0.9900864958763124,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0015,v1,I think legal-aid organizations and small nonprofits don't even think about [public relations] and marketing because all of their resources go into the services they provide.,All CmWll nonproD7ts ' Eesourc4s go into public relations and marketing.,I think legal-aid organizations and small nonprofits don't even think about [public relations] and marketing because all of their resources go into the services they provide. [SEP] All CmWll nonproD7ts ' Eesourc4s go into public relations and marketing.,contradiction,contradiction,0.9407521486282348,0.02236601524055,0.0368818566203117,0.9407521486282348,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0015,v2,I think legal-aid organizations and small nonprofits don't even think about [public relations] and marketing because all of their resources go into the services they provide.,All small nonprofits' resources go into public relations and marketing..,I think legal-aid organizations and small nonprofits don't even think about [public relations] and marketing because all of their resources go into the services they provide. [SEP] All small nonprofits' resources go into public relations and marketing..,contradiction,contradiction,0.9888556599617004,0.0073821861296892,0.0037621241062879,0.9888556599617004,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0015,v3,I think legal-aid organizations and small nonprofits don't even think about [public relations] and marketing because all of their resources go into the services they provide.,All small nonprofits ' go resources into relations public and marketing.,I think legal-aid organizations and small nonprofits don't even think about [public relations] and marketing because all of their resources go into the services they provide. [SEP] All small nonprofits ' go resources into relations public and marketing.,contradiction,contradiction,0.9847590327262878,0.0103364773094654,0.0049044471234083,0.9847590327262878,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0016,base,"The building's exterior, interior and exhibit displays are triumphs of design and harmony between old and new, East and West, simplicity and complexity.",The building's exterior features mossy gardens and shiny steel.,"The building's exterior, interior and exhibit displays are triumphs of design and harmony between old and new, East and West, simplicity and complexity. [SEP] The building's exterior features mossy gardens and shiny steel.",neutral,neutral,0.9854000210762024,0.0001377174485241,0.9854000210762024,0.0144622391089797,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0016,v1,"The building's exterior, interior and exhibit displays are triumphs of design and harmony between old and new, East and West, simplicity and complexity.",The building ' s ex4erjor features hossu rardebs and shiny steel.,"The building's exterior, interior and exhibit displays are triumphs of design and harmony between old and new, East and West, simplicity and complexity. [SEP] The building ' s ex4erjor features hossu rardebs and shiny steel.",neutral,neutral,0.947517991065979,0.0008496740483678,0.947517991065979,0.0516323447227478,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0016,v2,"The building's exterior, interior and exhibit displays are triumphs of design and harmony between old and new, East and West, simplicity and complexity.",The building's exterior features mossy gardens and shiny steel..,"The building's exterior, interior and exhibit displays are triumphs of design and harmony between old and new, East and West, simplicity and complexity. [SEP] The building's exterior features mossy gardens and shiny steel..",neutral,neutral,0.9905163645744324,0.0001133939804276,0.9905163645744324,0.0093703102320432,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0016,v3,"The building's exterior, interior and exhibit displays are triumphs of design and harmony between old and new, East and West, simplicity and complexity.",Building the ' s exterior mossy features gardens and shiny steel.,"The building's exterior, interior and exhibit displays are triumphs of design and harmony between old and new, East and West, simplicity and complexity. [SEP] Building the ' s exterior mossy features gardens and shiny steel.",neutral,neutral,0.5758718252182007,0.0032149287872016,0.5758718252182007,0.4209132194519043,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0017,base,"To be sure, all these companies will benefit from having more people use the Internet.",All corporations would benefit from internet usage from civilians.,"To be sure, all these companies will benefit from having more people use the Internet. [SEP] All corporations would benefit from internet usage from civilians.",entailment,entailment,0.92326819896698,0.92326819896698,0.0611104369163513,0.0156213268637657,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0017,v1,"To be sure, all these companies will benefit from having more people use the Internet.",All corporations S*uld nebefit from internet usage from civilians.,"To be sure, all these companies will benefit from having more people use the Internet. [SEP] All corporations S*uld nebefit from internet usage from civilians.",entailment,contradiction,0.982772707939148,0.0049166572280228,0.012310629710555,0.982772707939148,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
mnli_0017,v2,"To be sure, all these companies will benefit from having more people use the Internet.",All corporations would benefit from internet usage from civilians..,"To be sure, all these companies will benefit from having more people use the Internet. [SEP] All corporations would benefit from internet usage from civilians..",entailment,entailment,0.8982055187225342,0.8982055187225342,0.0786820948123931,0.0231124218553304,,0.0,1.0,Type I,,0.0,,,easy,False,False,include,
